,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity
10,-8681.496503248572,-17252.194111661753,-10100.827790404763,-18671.525398817947,0.0440962,8.31446261815324,7.534087170518191e-05,0.01680454227544025,7.645967035133356e-05,-16919.88798435662,-18784.349312709288,-0.016728082605088915,1.5631667338311672e-07,208.1101,1.3753648825791676e-05,2.0676074701548194e-05,6.870541302874359e-06,2.0018290000000003,1.5033155901708908,6894757.000000002,13273.008094638497,59.50772021095123,13078.790366280446,-36.75529982002953,-4.420646469656436 m^-2 kg^-1 s^2 mol K,-2.208303741057021 m^-2 kg^-1 s^2 mol K,-0.1967313653652641,-35.916200689098076,-106.02897903542623,-35.71946932373281,3.618353e-10,L,1,233.1826335352771,0.000207
11,-8696.976329631705,-17448.61682775551,-9610.502026184478,-18362.142524308285,0.0440962,8.31446261815324,7.435088670846592e-05,0.01680454227544025,7.645967035133356e-05,-16919.88798435662,-18784.349312709288,-0.016728082605088915,1.5631667338311672e-07,208.1101,1.3753648825791676e-05,2.0676074701548194e-05,6.870541302874359e-06,2.0018290000000003,1.5033155901708908,13789514.0,13449.738722297383,59.50772021095123,13078.790366280446,-37.53127051290384,-4.5139742923325645 m^-2 kg^-1 s^2 mol K,-2.2549250172380177 m^-2 kg^-1 s^2 mol K,-0.1967313653652641,-35.916200689098076,-106.91492656796247,-35.71946932373281,3.618353e-10,L,1,233.1826335352771,0.000221
12,-8704.919084212517,-17623.32348936762,-9123.94779814999,-18042.352203305094,0.0440962,8.31446261815324,7.347416671315746e-05,0.01680454227544025,7.645967035133356e-05,-16919.88798435662,-18784.349312709288,-0.016728082605088915,1.5631667338311672e-07,208.1101,1.3753648825791676e-05,2.0676074701548194e-05,6.870541302874359e-06,2.0018290000000003,1.5033155901708908,20684271.0,13610.225807718129,59.50772021095123,13078.790366280446,-38.24643486499555,-4.59998879320124 m^-2 kg^-1 s^2 mol K,-2.2978929734763756 m^-2 kg^-1 s^2 mol K,-0.1967313653652641,-35.916200689098076,-107.72871481266068,-35.71946932373281,3.618353e-10,L,1,233.1826335352771,0.00023400000000000002
13,-8706.853131164647,-17780.558367251724,-8641.009561972056,-17714.714798059133,0.0440962,8.31446261815324,7.268682054074443e-05,0.01680454227544025,7.645967035133356e-05,-16919.88798435662,-18784.349312709288,-0.016728082605088915,1.5631667338311672e-07,208.1101,1.3753648825791676e-05,2.0676074701548194e-05,6.870541302874359e-06,2.0018290000000003,1.5033155901708908,27579028.0,13757.65224783016,59.50772021095123,13078.790366280446,-38.91243999830014,-4.680090799054328 m^-2 kg^-1 s^2 mol K,-2.3379073832252044 m^-2 kg^-1 s^2 mol K,-0.1967313653652641,-35.916200689098076,-108.48429820844262,-35.71946932373281,3.618353e-10,L,1,233.1826335352771,0.000247
14,-8703.87302562026,-17923.382553863903,-8161.517083202936,-17381.02661144658,0.0440962,8.31446261815324,7.197191234292677e-05,0.01680454227544025,7.645967035133356e-05,-16919.88798435662,-18784.349312709288,-0.016728082605088915,1.5631667338311672e-07,208.1101,1.3753648825791676e-05,2.0676074701548194e-05,6.870541302874359e-06,2.0018290000000003,1.5033155901708908,34473785.0,13894.309147091568,59.50772021095123,13078.790366280446,-39.53771937672566,-4.7552946224572175 m^-2 kg^-1 s^2 mol K,-2.3754749393965304 m^-2 kg^-1 s^2 mol K,-0.1967313653652641,-35.916200689098076,-109.19175894931313,-35.71946932373281,3.618353e-10,L,1,233.1826335352771,0.00026000000000000003
15,-9499.920689552317,-18143.97841574672,-10770.67681519938,-19414.734541393784,0.0440962,8.31446261815324,7.278372229057723e-05,0.040701772369443355,7.366172148388578e-05,-17912.734885557195,-19653.165870609548,-0.040628110647959466,2.00714566744864e-07,208.1101,1.2564670648951463e-05,1.9769973678234424e-05,6.276595378002547e-06,2.0018290000000003,1.5734573735033996,6894757.000000002,13739.335781806569,24.56895466180595,13575.571950470365,-40.545761237679066,-4.876534191055735 m^-2 kg^-1 s^2 mol K,-2.4360393375536744 m^-2 kg^-1 s^2 mol K,-0.09193401943794376,-39.77490966896179,-117.01212594240071,-39.68297564952385,3.618353e-10,L,1,213.1926362295426,0.00026000000000000003
16,-9511.13984101716,-18308.728569233135,-10290.960251315619,-19088.54897953159,0.0440962,8.31446261815324,7.19939654216693e-05,0.040701772369443355,7.366172148388578e-05,-17912.734885557195,-19653.165870609548,-0.040628110647959466,2.00714566744864e-07,208.1101,1.2564670648951463e-05,1.9769973678234424e-05,6.276595378002547e-06,2.0018290000000003,1.5734573735033996,13789514.0,13890.053064072677,24.56895466180595,13575.571950470365,-41.26591276231366,-4.9631485109111475 m^-2 kg^-1 s^2 mol K,-2.4793069292687573 m^-2 kg^-1 s^2 mol K,-0.09193401943794376,-39.77490966896179,-117.82298853170573,-39.68297564952385,3.618353e-10,L,1,213.1926362295426,0.000275
17,-9516.54225959111,-18457.950865623192,-9814.759207603489,-18756.167813635573,0.0440962,8.31446261815324,7.127953682214368e-05,0.040701772369443355,7.366172148388578e-05,-17912.734885557195,-19653.165870609548,-0.040628110647959466,2.00714566744864e-07,208.1101,1.2564670648951463e-05,1.9769973678234424e-05,6.276595378002547e-06,2.0018290000000003,1.5734573735033996,20684271.0,14029.271858137836,24.56895466180595,13575.571950470365,-41.940513350587544,-5.044284312376057 m^-2 kg^-1 s^2 mol K,-2.519837764552345 m^-2 kg^-1 s^2 mol K,-0.09193401943794376,-39.77490966896179,-118.5805093951869,-39.68297564952385,3.618353e-10,L,1,213.1926362295426,0.00029099999999999997
18,-9517.129915327241,-18594.243069926735,-9341.891161203668,-18419.004315803162,0.0440962,8.31446261815324,7.062688933488319e-05,0.040701772369443355,7.366172148388578e-05,-17912.734885557195,-19653.165870609548,-0.040628110647959466,2.00714566744864e-07,208.1101,1.2564670648951463e-05,1.9769973678234424e-05,6.276595378002547e-06,2.0018290000000003,1.5734573735033996,27579028.0,14158.913261186091,24.56895466180595,13575.571950470365,-42.57704822799906,-5.120841861149172 m^-2 kg^-1 s^2 mol K,-2.558081564983408 m^-2 kg^-1 s^2 mol K,-0.09193401943794376,-39.77490966896179,-119.29352356311522,-39.68297564952385,3.618353e-10,L,1,213.1926362295426,0.000306
19,-9513.65864765706,-18719.574869976306,-8872.183264018971,-18078.099486338215,0.0440962,8.31446261815324,7.002589324131848e-05,0.040701772369443355,7.366172148388578e-05,-17912.734885557195,-19653.165870609548,-0.040628110647959466,2.00714566744864e-07,208.1101,1.2564670648951463e-05,1.9769973678234424e-05,6.276595378002547e-06,2.0018290000000003,1.5734573735033996,34473785.0,14280.431904722269,24.56895466180595,13575.571950470365,-43.181211064003726,-5.193505948264746 m^-2 kg^-1 s^2 mol K,-2.5943804132444606 m^-2 kg^-1 s^2 mol K,-0.09193401943794376,-39.77490966896179,-119.96874066300921,-39.68297564952385,3.618353e-10,L,1,213.1926362295426,0.000322
20,-10391.65039459935,-19046.936225685495,-11512.32389597912,-20167.609727065264,0.0440962,8.31446261815324,7.043581629897382e-05,0.12202583931102773,7.113902498430443e-05,-18876.549011397135,-20471.583482952694,-0.12195470028604342,-7.579728844575584e-08,208.1101,1.136658441839539e-05,1.881991948626319e-05,5.678099587125269e-06,2.0018290000000003,1.6557233724324005,6894757.000000002,14197.322506427301,8.194985632929205,14056.98208853203,-44.80081087092964,-5.38829903127047 m^-2 kg^-1 s^2 mol K,-2.6916879669894227 m^-2 kg^-1 s^2 mol K,-0.035305415474365394,-44.07797820378189,-128.71066921766212,-44.04267278830752,3.618353e-10,L,1,193.1948476562595,0.00033200000000000005
21,-10399.75917155119,-19187.009335804578,-11043.656383253363,-19830.906547506747,0.0440962,8.31446261815324,6.979318684876259e-05,0.12202583931102773,7.113902498430443e-05,-18876.549011397135,-20471.583482952694,-0.12195470028604342,-7.579728844575584e-08,208.1101,1.136658441839539e-05,1.881991948626319e-05,5.678099587125269e-06,2.0018290000000003,1.6557233724324005,13789514.0,14328.04611955801,8.194985632929205,14056.98208853203,-45.48387428989844,-5.470452677313384 m^-2 kg^-1 s^2 mol K,-2.732727259577808 m^-2 kg^-1 s^2 mol K,-0.035305415474365394,-44.07797820378189,-129.4699387826596,-44.04267278830752,3.618353e-10,L,1,193.1948476562595,0.00035
22,-10403.259742783006,-19315.753794255674,-10578.176014008293,-19490.67006548096,0.0440962,8.31446261815324,6.920210374503899e-05,0.12202583931102773,7.113902498430443e-05,-18876.549011397135,-20471.583482952694,-0.12195470028604342,-7.579728844575584e-08,208.1101,1.136658441839539e-05,1.881991948626319e-05,5.678099587125269e-06,2.0018290000000003,1.6557233724324005,20684271.0,14450.42774543814,8.194985632929205,14056.98208853203,-46.13215186426792,-5.548422547904186 m^-2 kg^-1 s^2 mol K,-2.7716765757235935 m^-2 kg^-1 s^2 mol K,-0.035305415474365394,-44.07797820378189,-130.1889319614853,-44.04267278830752,3.618353e-10,L,1,193.1948476562595,0.000368
23,-10402.829830639408,-19434.80362079845,-10115.713606144182,-19147.687396303223,0.0440962,8.31446261815324,6.865461550541092e-05,0.12202583931102773,7.113902498430443e-05,-18876.549011397135,-20471.583482952694,-0.12195470028604342,-7.579728844575584e-08,208.1101,1.136658441839539e-05,1.881991948626319e-05,5.678099587125269e-06,2.0018290000000003,1.6557233724324005,27579028.0,14565.66310419707,8.194985632929205,14056.98208853203,-46.750593505625545,-5.622803980566758 m^-2 kg^-1 s^2 mol K,-2.808833312219354 m^-2 kg^-1 s^2 mol K,-0.035305415474365394,-44.07797820378189,-130.8734145540476,-44.04267278830752,3.618353e-10,L,1,193.1948476562595,0.000388
24,-10399.002566748299,-19545.44893819457,-9656.11455021821,-18802.560921664484,0.0440962,8.31446261815324,6.814451489408253e-05,0.12202583931102773,7.113902498430443e-05,-18876.549011397135,-20471.583482952694,-0.12195470028604342,-7.579728844575584e-08,208.1101,1.136658441839539e-05,1.881991948626319e-05,5.678099587125269e-06,2.0018290000000003,1.6557233724324005,34473785.0,14674.69541098512,8.194985632929205,14056.98208853203,-47.343117492035915,-5.694068235831637 m^-2 kg^-1 s^2 mol K,-2.84443288404336 m^-2 kg^-1 s^2 mol K,-0.035305415474365394,-44.07797820378189,-131.5279452521821,-44.04267278830752,3.618353e-10,L,1,193.1948476562595,0.00040600000000000006
25,-11368.726347755155,-19966.568933811537,-12338.259510878115,-20936.102096934494,0.0440962,8.31446261815324,6.822805499059118e-05,0.49658367395649144,6.88021172471378e-05,-19832.198346366735,-21269.215850114135,-0.4965148718392443,1.351281753159128e-07,208.1101,1.016353029236952e-05,1.7818718107809244e-05,5.077122118007841e-06,2.0018290000000003,1.7532016528928944,6894757.000000002,14656.72735560031,2.0137593167986747,14534.436439041423,-49.645119128080346,-5.970935393910909 m^-2 kg^-1 s^2 mol K,-2.9827399812426076 m^-2 kg^-1 s^2 mol K,-0.010210098339881046,-48.95361794639521,-141.31300537260358,-48.94340784805533,3.618353e-10,L,1,173.1860601215328,0.00045200000000000004
26,-11374.519852298608,-20086.79526015193,-11880.974867142912,-20593.250274996233,0.0440962,8.31446261815324,6.769593243253137e-05,0.49658367395649144,6.88021172471378e-05,-19832.198346366735,-21269.215850114135,-0.4965148718392443,1.351281753159128e-07,208.1101,1.016353029236952e-05,1.7818718107809244e-05,5.077122118007841e-06,2.0018290000000003,1.7532016528928944,13789514.0,14771.936275442285,2.0137593167986747,14534.436439041423,-50.305869893567134,-6.050405444572289 m^-2 kg^-1 s^2 mol K,-3.02243870209308 m^-2 kg^-1 s^2 mol K,-0.010210098339881046,-48.95361794639521,-142.0388562841913,-48.94340784805533,3.618353e-10,L,1,173.1860601215328,0.00047599999999999997
27,-11376.578733105249,-20198.631588038395,-11426.545815323883,-20248.59867025703,0.0440962,8.31446261815324,6.719994824314226e-05,0.49658367395649144,6.88021172471378e-05,-19832.198346366735,-21269.215850114135,-0.4965148718392443,1.351281753159128e-07,208.1101,1.016353029236952e-05,1.7818718107809244e-05,5.077122118007841e-06,2.0018290000000003,1.7532016528928944,20684271.0,14880.963842141795,2.0137593167986747,14534.436439041423,-50.9397398886625,-6.12664248167333 m^-2 kg^-1 s^2 mol K,-3.060522393108167 m^-2 kg^-1 s^2 mol K,-0.010210098339881046,-48.95361794639521,-142.73386766573233,-48.94340784805533,3.618353e-10,L,1,173.1860601215328,0.0005020000000000001
28,-11375.373774641017,-20303.128980744328,-10974.828250119672,-19902.583456222987,0.0440962,8.31446261815324,6.673529420206769e-05,0.49658367395649144,6.88021172471378e-05,-19832.198346366735,-21269.215850114135,-0.4965148718392443,1.351281753159128e-07,208.1101,1.016353029236952e-05,1.7818718107809244e-05,5.077122118007841e-06,2.0018290000000003,1.7532016528928944,27579028.0,14984.574683556526,2.0137593167986747,14534.436439041423,-51.550079722572875,-6.200049490874116 m^-2 kg^-1 s^2 mol K,-3.097192363021075 m^-2 kg^-1 s^2 mol K,-0.010210098339881046,-48.95361794639521,-143.40189753079173,-48.94340784805533,3.618353e-10,L,1,173.1860601215328,0.000527
29,-11371.288217924997,-20401.145252222104,-10525.691400459089,-19555.548434756198,0.0440962,8.31446261815324,6.629808245110419e-05,0.49658367395649144,6.88021172471378e-05,-19832.198346366735,-21269.215850114135,-0.4965148718392443,1.351281753159128e-07,208.1101,1.016353029236952e-05,1.7818718107809244e-05,5.077122118007841e-06,2.0018290000000003,1.7532016528928944,34473785.0,15083.392505922244,2.0137593167986747,14534.436439041423,-52.13962964432839,-6.270956048378907 m^-2 kg^-1 s^2 mol K,-3.1326132493729015 m^-2 kg^-1 s^2 mol K,-0.010210098339881046,-48.95361794639521,-144.04609830692615,-48.94340784805533,3.618353e-10,L,1,173.1860601215328,0.000554
30,-5959.253064543841,-13313.208058019545,-8252.233044322687,-15606.188037798389,0.0440962,8.31446261815324,9.211073177878217e-05,0.0015747939382179533,9.357843780429216e-05,-12112.82139486703,-14041.472930049053,-0.0014812155004136612,1.424923539161682e-07,208.1101,1.8137969036949634e-05,2.3874980466587966e-05,9.060698509687706e-06,2.0018290000000003,1.3162984465323113,3171588.22,10856.498267776778,635.0037142837915,10686.222419008292,-23.652382848139016,-2.844727787517859 m^-2 kg^-1 s^2 mol K,-1.4210643304287522 m^-2 kg^-1 s^2 mol K,-1.4356573778704338,-23.124583705451997,-66.22151413253886,-21.688926327581562,3.618353e-10,L,1,310.9181447252921,8.806000000000002e-05
31,-5974.604124747711,-13400.81659346176,-8187.567569043038,-15613.780037757082,0.0440962,8.31446261815324,9.148534643939946e-05,0.0015747939382179533,9.357843780429216e-05,-12112.82139486703,-14041.472930049053,-0.0014812155004136612,1.424923539161682e-07,208.1101,1.8137969036949634e-05,2.3874980466587966e-05,9.060698509687706e-06,2.0018290000000003,1.3162984465323113,4067906.63,10930.712282566554,635.0037142837915,10686.222419008292,-23.884783164634495,-2.8726791208954454 m^-2 kg^-1 s^2 mol K,-1.4350272280476728 m^-2 kg^-1 s^2 mol K,-1.4356573778704338,-23.124583705451997,-66.51055795893541,-21.688926327581562,3.618353e-10,L,1,310.9181447252921,9.12e-05
32,-5979.249665193776,-13428.047853783219,-8166.56163289792,-15615.35982148736,0.0440962,8.31446261815324,9.129238400579748e-05,0.0015747939382179533,9.357843780429216e-05,-12112.82139486703,-14041.472930049053,-0.0014812155004136612,1.424923539161682e-07,208.1101,1.8137969036949634e-05,2.3874980466587966e-05,9.060698509687706e-06,2.0018290000000003,1.3162984465323113,4357486.424,10953.816256310007,635.0037142837915,10686.222419008292,-23.957425177519745,-2.8814159468601983 m^-2 kg^-1 s^2 mol K,-1.4393916497663877 m^-2 kg^-1 s^2 mol K,-1.4356573778704338,-23.124583705451997,-66.60075549713586,-21.688926327581562,3.618353e-10,L,1,310.9181447252921,9.16e-05
33,-5998.284762203716,-13543.625337912996,-8072.475131397703,-15617.81570710698,0.0440962,8.31446261815324,9.048069368208943e-05,0.0015747939382179533,9.357843780429216e-05,-12112.82139486703,-14041.472930049053,-0.0014812155004136612,1.424923539161682e-07,208.1101,1.8137969036949634e-05,2.3874980466587966e-05,9.060698509687706e-06,2.0018290000000003,1.3162984465323113,5646805.983,11052.081491700024,635.0037142837915,10686.222419008292,-24.267932585201393,-2.918761404040282 m^-2 kg^-1 s^2 mol K,-1.4580473177480602 m^-2 kg^-1 s^2 mol K,-1.4356573778704338,-23.124583705451997,-66.98551827636997,-21.688926327581562,3.618353e-10,L,1,310.9181447252921,9.491e-05
34,-6018.168674309397,-13672.504234954127,-7957.795155511467,-15612.130716156198,0.0440962,8.31446261815324,8.958902473686899e-05,0.0015747939382179533,9.357843780429216e-05,-12112.82139486703,-14041.472930049053,-0.0014812155004136612,1.424923539161682e-07,208.1101,1.8137969036949634e-05,2.3874980466587966e-05,9.060698509687706e-06,2.0018290000000003,1.3162984465323113,7205021.0649999995,11162.081548907243,635.0037142837915,10686.222419008292,-24.618491041774437,-2.9609238951924657 m^-2 kg^-1 s^2 mol K,-1.4791093021394262 m^-2 kg^-1 s^2 mol K,-1.4356573778704338,-23.124583705451997,-67.41842049151148,-21.688926327581562,3.618353e-10,L,1,310.9181447252921,9.718e-05
35,-48.37073509233342,-84.86067792962426,-96.62004241697774,-133.1099852542686,0.0440962,8.31446261815324,0.020231654277685425,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,111695.0634,49.42749546204699,264.0540129360211,11847.391456334353,-0.1314518852504641,-0.015810027813879503 m^-2 kg^-1 s^2 mol K,-7.897791376725735e-3 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-8.301958952991704,-27.686681868879127,3.618353e-10,G,1,277.5916280528355,7.646e-06
36,-48.37073509233342,-84.86067792962426,-96.62004241697774,-133.1099852542686,0.0440962,8.31446261815324,0.020231654277685425,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,111695.0634,49.42749546204699,264.0540129360211,11847.391456334353,-0.1314518852504641,-0.015810027813879503 m^-2 kg^-1 s^2 mol K,-7.897791376725735e-3 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-8.301958952991704,-27.686681868879127,3.618353e-10,G,1,277.5916280528355,7.651e-06
37,-211.29973269353638,-370.29604073771685,-420.2536263178057,-579.2499343619861,0.0440962,8.31446261815324,0.00459192411263439,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,457122.38910000003,217.7736337690257,264.0540129360211,11847.391456334353,-0.5727705448448102,-0.06888846232759065 m^-2 kg^-1 s^2 mol K,-0.03441276069414052 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-21.073204035929667,-27.686681868879127,3.618353e-10,G,1,277.5916280528355,7.641e-06
38,-211.29973269353638,-370.29604073771685,-420.2536263178057,-579.2499343619861,0.0440962,8.31446261815324,0.00459192411263439,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,457122.38910000003,217.7736337690257,264.0540129360211,11847.391456334353,-0.5727705448448102,-0.06888846232759065 m^-2 kg^-1 s^2 mol K,-0.03441276069414052 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-21.073204035929667,-27.686681868879127,3.618353e-10,G,1,277.5916280528355,7.641e-06
39,-7034.291815340543,-14963.415685616968,-9212.929807741642,-17142.05367801807,0.0440962,8.31446261815324,8.40395467564476e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,1539599.2381000002,11899.159843139909,264.0540129360211,11847.391456334353,-28.563987775478704,-3.435458079168461 m^-2 kg^-1 s^2 mol K,-1.7161596116194042 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-82.32864834246541,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.000122982
40,-7034.516905799567,-14964.863130300899,-9211.140468326254,-17141.486692827584,0.0440962,8.31446261815324,8.403086047151451e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,1563730.8876,11900.389861400841,264.0540129360211,11847.391456334353,-28.56839120159599,-3.4359876895978436 m^-2 kg^-1 s^2 mol K,-1.7164241748909836 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-82.33391119163787,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.00012338399999999998
41,-7079.838940605387,-15293.71470004398,-8757.785401641417,-16971.66116108001,0.0440962,8.31446261815324,8.208497340194131e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,7675932.9681,12182.497703975014,264.0540129360211,11847.391456334353,-29.589782001189175,-3.5588327664838886 m^-2 kg^-1 s^2 mol K,-1.777790593743965 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-83.55010275167992,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.000133745
42,-7080.010412060475,-15295.152406373949,-8755.587942112554,-16970.72993642602,0.0440962,8.31446261815324,8.207657953985602e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,7705580.4232,12183.743591731969,264.0540129360211,11847.391456334353,-29.594343503579438,-3.559381389118899 m^-2 kg^-1 s^2 mol K,-1.7780646544329703 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-83.55551451957191,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.000133572
43,-7125.7530212837055,-15837.99653958736,-7771.2488743578015,-16483.492392661457,0.0440962,8.31446261815324,7.896564964388318e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,21053829.975199997,12663.734225068354,264.0540129360211,11847.391456334353,-31.38510905179535,-3.774760978932205 m^-2 kg^-1 s^2 mol K,-1.885656057001974 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-85.66754894952192,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.000154778
44,-7125.883768642845,-15840.847125795543,-7765.185903241087,-16480.14926039378,0.0440962,8.31446261815324,7.89495794319653e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,21136567.0592,12666.311932183866,264.0540129360211,11847.391456334353,-31.39490703766445,-3.7759394057673568 m^-2 kg^-1 s^2 mol K,-1.8862447320761944 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-85.67903917467028,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.000154696
45,-7132.168939262664,-16151.993481675474,-7037.897709535704,-16057.722251948513,0.0440962,8.31446261815324,7.720786572671045e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,31114659.3896,12952.04822186977,264.0540129360211,11847.391456334353,-32.493143275545826,-3.9080268644906138 m^-2 kg^-1 s^2 mol K,-1.952228119629905 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-86.96275506138512,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.000169707
46,-7132.149975525398,-16154.686612374517,-7031.000222788056,-16053.53685963717,0.0440962,8.31446261815324,7.719288249685737e-05,0.0037871039674079667,8.440676613798708e-05,-14454.600429039509,-16464.64810412983,-0.0037026972012699794,-1.866137608885765e-07,208.1101,1.631164859752409e-05,2.255917291747981e-05,8.148372612008364e-06,2.0018290000000003,1.3830099871636528,31209807.036199998,12954.56222975883,264.0540129360211,11847.391456334353,-32.502913362833155,-3.9092019358976335 m^-2 kg^-1 s^2 mol K,-1.9528151185229272 m^-2 kg^-1 s^2 mol K,-0.6923691755227468,-28.379051044401873,-86.97413883910254,-27.686681868879127,3.618353e-10,L,1,277.5916280528355,0.00016960600000000002
47,-50.016991209100816,-97.92474366844353,-99.8669618009145,-147.7747142602572,0.0440962,8.31446261815324,0.015087036622633472,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.159081031781759e-05,2.6309852582340798e-05,1.0785541780950114e-05,2.0018290000000003,1.2185671679320376,204774.2829,66.2820688391388,4733.0018825192765,4733.0018825192765,-0.126884610196476,-0.015260710887008458 m^-2 kg^-1 s^2 mol K,-7.623383858965205e-3 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,19.580754782566455,0.0,3.618353e-10,G,1,377.569449795049,1.0251e-05
48,-50.016991209100816,-97.92474366844353,-99.8669618009145,-147.7747142602572,0.0440962,8.31446261815324,0.015087036622633472,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.159081031781759e-05,2.6309852582340798e-05,1.0785541780950114e-05,2.0018290000000003,1.2185671679320376,204774.2829,66.2820688391388,4733.0018825192765,4733.0018825192765,-0.126884610196476,-0.015260710887008458 m^-2 kg^-1 s^2 mol K,-7.623383858965205e-3 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,19.580754782566455,0.0,3.618353e-10,G,1,377.569449795049,1.0265e-05
49,-1144.5712739306737,-2266.3885671091725,-2191.428514145502,-3313.2458073240005,0.0440962,8.31446261815324,0.0006080571081083989,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.159081031781759e-05,2.6309852582340798e-05,1.0785541780950114e-05,2.0018290000000003,1.2185671679320376,3441173.2186999996,1644.5823700850958,4733.0018825192765,4733.0018825192765,-2.971154826714502,-0.3573477882055157 m^-2 kg^-1 s^2 mol K,-0.17851064611688394 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-9.963935042107044,0.0,3.618353e-10,G,1,377.569449795049,1.2324000000000001e-05
