thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.07898,391.87,6074000.0,Liquid,51298,7882.8881599122205,-28.5870015521542,-21.55569095086776,-2.5925537152340437 m^-2 kg^-1 s^2 mol K,-1.111927123955129 m^-2 kg^-1 s^2 mol K,-14428.984820834901,-16916.643517111195,-8469.614904194645,-5981.9562079183515,0.0001268570579353666,217.72343786815128,158.13779787774715,-2.6811757189186487,-19.601427530282727,-16.92025181136408,-11264.66805838695,-13151.46287698104,7353.092430525761,0.0001359972024625424,993.7450874646714,0.001006294282723235,-0.0008702970802606926,1.280568540096283e-07,2.375505905214121e-05,2.9293149823575786e-05,1.0188369226844392e-05,1.2331331090054851,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,9447.362423349865,6371.396726809738,9629.585192985447,477.60022969652,1
0.09612,391.97,25180000.0,Liquid,51298,9027.649527277663,-34.29416816573529,-26.17324848594853,-3.1479182345234933 m^-2 kg^-1 s^2 mol K,-1.3501188609485102 m^-2 kg^-1 s^2 mol K,-16460.158716335478,-16929.96977391916,-6670.8415648819155,-6201.030507298234,0.00011077080440245618,194.0737505248891,160.23884730181712,-2.6861572609129913,-19.584709858252964,-16.89855259733997,-11252.146213618447,-13137.28347364236,7349.069549616705,0.0001360716473355672,995.9571716615759,0.001004059239145474,-0.0008679875918099067,-1.862645149230957e-08,2.3760406570849232e-05,2.929688719582381e-05,1.0190662738088679e-05,1.233012874104902,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,23053.54434396948,22181.648856978132,25440.668769415657,728.0978423116611,1
0.07575,392.0,3590000.0,Liquid,51298,7578.085136289678,-27.068162891747736,-20.413879315448636,-2.4552253408269995 m^-2 kg^-1 s^2 mol K,-1.0530279993219205 m^-2 kg^-1 s^2 mol K,-13877.19821921289,-16662.73311474952,-8660.492423093656,-5874.957527557025,0.0001319594570416257,230.76683560718203,157.683935185059,-2.6876538837793333,-19.57969242686198,-16.892038543082645,-11248.385952942954,-13133.025052621135,7347.861489556417,0.00013609401884089801,996.621895076156,0.0010033895551969446,-0.0008672955363560465,1.1362135410308838e-07,2.376201072780684e-05,2.9298008314531135e-05,1.019135074914965e-05,1.2329768153940754,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,6935.778649611882,3745.366555031991,7004.635901348061,419.9636912998156,1
0.07295,392.07,2178000.0,Liquid,51298,7345.469070771413,-25.938110597330578,-19.569512818636998,-2.353671393736287 m^-2 kg^-1 s^2 mol K,-1.009472262115267 m^-2 kg^-1 s^2 mol K,-13456.441169397609,-16419.78321344111,-8747.164322638102,-5783.822278594601,0.00013613834465373104,245.07531111613187,157.34962353359475,-2.691149891327053,-19.567981252005346,-16.876831360678292,-11239.605340600508,-13123.080460519595,7345.040531007965,0.00013614628752263254,998.1748925672097,0.0010018284445405116,-0.0008656821570178791,-1.210719347000122e-08,2.3765753583651285e-05,2.93006240913601e-05,1.0192956032353635e-05,1.2328926994983367,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,5313.335830795679,2080.4543440333073,5340.305702732648,378.29097077966276,1
0.0908,392.14,18140000.0,Liquid,51298,8714.032959792132,-32.61176065945505,-24.849093817660727,-2.9886590341276995 m^-2 kg^-1 s^2 mol K,-1.2818137671643677 m^-2 kg^-1 s^2 mol K,-15911.387876265107,-17090.121524188457,-7345.797874530981,-6167.064226607632,0.00011475742685552734,198.24452027236615,159.67313034242653,-2.6946513535095407,-19.55626469358197,-16.861613340072427,-11230.815369185682,-13113.124257652289,7342.216553502894,0.000136198652370572,999.7306628695765,0.001000269409692457,-0.0008640707573218851,-1.1548399925231934e-07,2.376949619163556e-05,2.930323963468969e-05,1.0194561209252224e-05,1.2328086131249785,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,18718.879415199783,16787.555780214137,20047.989151296748,654.40419442177,1
0.1201,392.15,67310000.0,Liquid,51298,10132.133931932665,-40.13846803116788,-31.12595014097956,-3.743591326398082 m^-2 kg^-1 s^2 mol K,-1.6055986467572207 m^-2 kg^-1 s^2 mol K,-18260.170276807752,-14877.466277254247,-2671.4249294691126,-6054.128929022617,9.869589236758677e-05,185.80330101612395,162.66221884106594,-2.6951520085430034,-19.554590458989225,-16.85943845044622,-11229.558893533202,-13111.700993418526,7341.812881228781,0.00013620614093240584,999.9531425657033,0.0010000468596300187,-0.0008638407186976129,-3.259629011154175e-08,2.3770030829686915e-05,2.9303613264679243e-05,1.0194790511560335e-05,1.232796603195033,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,39627.63603473839,49902.51447923824,53163.03099494704,1022.1490335425227,1
0.1143,392.18,55360000.0,Liquid,51298,9889.905830082262,-38.796154755757364,-29.99616652530772,-3.607709590252544 m^-2 kg^-1 s^2 mol K,-1.547319974580626 m^-2 kg^-1 s^2 mol K,-17885.9987499291,-15549.138094052645,-3785.2415061574625,-6122.102162033917,0.00010111319735303104,187.02734175096316,162.114063820661,-2.6966546438328334,-19.549567093245926,-16.852912449413093,-11225.788316806831,-13107.429774511522,7340.601493512656,0.00013622861844274776,1000.620922337339,0.0009993794629679653,-0.0008631508445252176,2.8870999813079834e-08,2.3771634713494328e-05,2.930473412606563e-05,1.0195478405469208e-05,1.232760577017884,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,36167.88587751994,42516.34184039813,45777.10778998546,953.2182933515365,1
0.08642,392.28,13260000.0,Liquid,51298,8439.988677370706,-31.169585133361657,-23.72552364502073,-2.853524603408525 m^-2 kg^-1 s^2 mol K,-1.2238556087609571 m^-2 kg^-1 s^2 mol K,-15424.576088030735,-17115.081328797645,-7808.032913328916,-6117.527672562006,0.00011848357127317002,202.96550082440473,159.20088639794986,-2.701670701857045,-19.532815353353364,-16.83114465149632,-11213.207249849735,-13093.176901338156,7336.559509259921,0.00013630367186933314,1002.8505524175953,0.00099715755013474,-0.000860853878265407,-4.284083843231201e-08,2.3776980664117712e-05,2.930847002110077e-05,1.0197771244173584e-05,1.23264052888476,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,15294.863461164345,12790.051854665611,16051.649250514767,593.3680953941342,1
0.1075,392.29,43510000.0,Liquid,51298,9605.46992130108,-37.2123918400202,-28.696620352343423,-3.451410111543366 m^-2 kg^-1 s^2 mol K,-1.480284283549209 m^-2 kg^-1 s^2 mol K,-17428.403645901686,-16160.373473993008,-4902.976275972204,-6171.006447880882,0.0001041073480207773,188.8418984842224,161.5135135360637,-2.7021729242598953,-19.53113956983055,-16.828966645570656,-11211.948085465187,-13091.750302217428,7336.154969631687,0.00013631118810051597,1003.0738288661144,0.0009969355906039449,-0.000860624402503429,1.1362135410308838e-07,2.3777515231365798e-05,2.9308843584413208e-05,1.0198000516114694e-05,1.2326285273808102,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,31825.46212566926,34854.48936091505,38116.169901390385,875.6395366982973,1
0.1012,392.45,33230000.0,Liquid,51298,9305.536490466666,-35.551461907880864,-27.359932974750244,-3.290643572684349 m^-2 kg^-1 s^2 mol K,-1.4113327034406404 m^-2 kg^-1 s^2 mol K,-16928.421190337293,-16620.439654006608,-5883.033958065875,-6191.015494396558,0.00010746290673562774,191.28155046295734,160.91897051670432,-2.7102237837694796,-19.504311895854503,-16.794088112085024,-11191.775212003513,-13068.89217229799,7329.673869375167,0.00013643171822121564,1006.6540300924337,0.0009933899533568424,-0.0008569582351356268,5.122274160385132e-09,2.3786067619647904e-05,2.9314819950001167e-05,1.0201668572228476e-05,1.2324365850951493,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,27206.01890168096,27851.05102466129,31114.061879155528,797.6957227972672,1
0.07875,392.53,6075000.0,Liquid,51298,7862.246208662786,-28.220663681461268,-21.46066917498749,-2.581125222468582 m^-2 kg^-1 s^2 mol K,-1.1070255278889913 m^-2 kg^-1 s^2 mol K,-14385.190211437555,-16876.18627388212,-8452.229802624277,-5961.233740179715,0.00012719011507146384,218.26754667125707,158.26828321688606,-2.7142600499142455,-19.490887330463035,-16.77662728054879,-11181.670191739906,-13057.440065020317,7326.427323924844,0.00013649217494240965,1008.4496391809361,0.0009916211590022493,-0.0008551289840598397,9.359791874885559e-08,2.3790343328417095e-05,2.9317807675944667e-05,1.0203502392112963e-05,1.2323406716423937,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,9312.529419059509,6231.78648717941,9495.462498683099,474.6589652459274,1
0.09602,392.59,25180000.0,Liquid,51298,9017.33317716329,-33.98728672309923,-26.110254032112497,-3.1403417432060037 m^-2 kg^-1 s^2 mol K,-1.3468693598288906 m^-2 kg^-1 s^2 mol K,-16434.90894967668,-16906.683958012287,-6656.059327545242,-6184.284319209636,0.00011089753260227036,194.25995332316472,160.37048440866195,-2.7172920092484865,-19.48081419004962,-16.763522180801136,-11174.08326520529,-13048.840866575221,7323.989781767513,0.0001365376017439866,1009.798765497285,0.0009902963186012022,-0.0008537587168572155,-5.587935447692871e-09,2.379354989767229e-05,2.9320048270606584e-05,1.020487766596312e-05,1.2322687617737507,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,22931.988148927674,22056.62432531376,25320.79920457454,726.4305716322235,1
0.07494,392.68,3591000.0,Liquid,51298,7551.485737537261,-26.668043215132585,-20.300046458541033,-2.4415343950454806 m^-2 kg^-1 s^2 mol K,-1.0471560538815554 m^-2 kg^-1 s^2 mol K,-13822.735653513222,-16612.12327428142,-8640.701030941527,-5851.31341017333,0.00013242427182629183,231.74534920486542,157.81265676433327,-2.721847621127415,-19.46569687143013,-16.743849250302713,-11162.689720490933,-13035.925762028886,7320.329224273385,0.0001366058778728302,1011.8263552833654,0.0009883118726631177,-0.0008517059947902875,-5.494803190231323e-08,2.379835941035876e-05,2.932340884159327e-05,1.0206940430401777e-05,1.2321609374816658,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,6789.615741443128,3593.9542418841515,6858.877422780565,416.28149701342005,1
0.1202,392.69,67300000.0,Liquid,51298,10126.181063189646,-39.8816602607684,-31.07814634778042,-3.7378418516100465 m^-2 kg^-1 s^2 mol K,-1.60313273952153 m^-2 kg^-1 s^2 mol K,-18243.39865747927,-14862.266662935026,-2658.189373625132,-6039.321368169375,9.87539126310082e-05,185.93078408215018,162.77789335232265,-2.7223543697926873,-19.464016604351702,-16.741662234559016,-11161.422794650105,-13034.489540125429,7319.922180624902,0.00013661347420426128,1012.0519325612179,0.0009880915868312036,-0.0008514781126269423,-4.470348358154297e-08,2.379889377538525e-05,2.9323782214596173e-05,1.020716961561154e-05,1.232148960004402,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,39520.524141100905,49784.17600658224,53049.18233210483,1021.0412188286466,1
0.1143,392.75,55360000.0,Liquid,51298,9883.26462168209,-38.52442363901182,-29.945471245765884,-3.601612349592498 m^-2 kg^-1 s^2 mol K,-1.5447049131331625 m^-2 kg^-1 s^2 mol K,-17867.672064949118,-15531.789243326306,-3770.705411551755,-6106.588233174569,0.00010118114188768975,187.16545528311985,162.2366677230056,-2.7253972590531435,-19.453932622714508,-16.728535363661365,-11153.817130220006,-13025.867115509873,7317.478592841331,0.00013665909470214196,1013.4066148073158,0.000986770744722379,-0.0008501116500202369,-3.073364496231079e-08,2.3802099859409353e-05,2.932602235278571e-05,1.020854468134967e-05,1.232077107734369,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,36056.270077016234,42398.94059819056,45664.44579147025,952.0361146164131,1
0.09075,392.79,18140000.0,Liquid,51298,8701.473974427921,-32.283239941098934,-24.778254234147855,-2.980138990588361 m^-2 kg^-1 s^2 mol K,-1.2781595834716628 m^-2 kg^-1 s^2 mol K,-15881.88403123665,-17063.01752725007,-7330.367046619136,-6149.233550605713,0.00011492305820126814,198.4720658526467,159.80962927914192,-2.7274281383468604,-19.447207698393512,-16.719779560046653,-11148.7427680578,-13020.113975210674,7315.848269769014,0.00013668954892520938,1014.3108985499763,0.0009858910137213012,-0.0008492014647960919,9.685754776000977e-08,2.3804237147682853e-05,2.932751568318452e-05,1.020946134849105e-05,1.2320292182116541,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,18591.64821520105,16656.553799674428,19922.39157145884,652.446563359011,1
0.07242,392.79,2178000.0,Liquid,51298,993.8304774507503,7.859074517399076,-2.6756718951532394,-0.3218093601517141 m^-2 kg^-1 s^2 mol K,-0.13802165571062533 m^-2 kg^-1 s^2 mol K,-2205.2896728423025,-3279.606808645883,-2228.6296449486426,-1154.3125091450615,0.001006207821846111,187.13457700005281,150.86878819860132,-2.7274281383468604,-19.447207698393512,-16.719779560046653,-11148.7427680578,-13020.113975210674,7315.848269769014,0.00013668954892520938,1014.3108985499763,0.0009858910137213012,-0.0008492014647960919,9.685754776000977e-08,2.3804237147682853e-05,2.932751568318452e-05,1.020946134849105e-05,1.2320292182116541,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,-200.5284202914091,-1995.7595564909618,1270.0782152934496,164.63362517141368,1
0.1073,392.89,43510000.0,Liquid,51298,9597.676904625321,-36.92366583845551,-28.64141307724157,-3.444770202551375 m^-2 kg^-1 s^2 mol K,-1.477436475665652 m^-2 kg^-1 s^2 mol K,-17407.758478794527,-16141.038999516364,-4888.114215598926,-6154.833694877087,0.00010419187996608628,188.9945488690522,161.6423694931152,-2.7325133604979603,-19.430387417272925,-16.697874056774964,-11136.043110251181,-13005.714082301223,7311.768024703414,0.00013676582690006262,1016.5756865801002,0.0009836945868380317,-0.0008469287599379692,-3.166496753692627e-08,2.3809580014632303e-05,2.933124867655315e-05,1.0211752864630472e-05,1.2319095363516481,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,31707.556717338422,34732.19271241087,37998.8619304571,874.2956523172808,1
0.08632,392.95,13260000.0,Liquid,51298,8425.057415248371,-30.82298039950249,-23.646863633388353,-2.8440639785618105 m^-2 kg^-1 s^2 mol K,-1.2197980166984235 m^-2 kg^-1 s^2 mol K,-15390.697182244892,-17083.9887534501,-7791.953688710143,-6098.662117504938,0.00011869355313711175,203.25019188842782,159.33968120010897,-2.735570010591756,-19.420289765563034,-16.684719754971276,-11128.413861135194,-12997.062431666438,7309.316826996205,0.00013681169166270143,1017.9373636494648,0.0009823787157343781,-0.0008455670240716767,-6.658956408500671e-08,2.3812785492262727e-05,2.9333488244544338e-05,1.0213127670290835e-05,1.2318377559851368,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,15163.199969539432,12654.207532539456,15921.375618342772,591.1120236256315,1
0.1013,393.07,33230000.0,Liquid,51298,9296.435287613807,-35.24937658590377,-27.300285087915817,-3.2834695808614502 m^-2 kg^-1 s^2 mol K,-1.4082558313789197 m^-2 kg^-1 s^2 mol K,-16905.2944461399,-16598.971877883523,-5868.048818376452,-6174.371386632827,0.00010756811283700962,191.45078542458242,161.05157522615275,-2.7416957701007743,-19.400082069365755,-16.658386299264983,-11113.134013774747,-12979.73268061335,7304.407542603095,0.000136903642652396,1020.6670509300311,0.0009797514273521427,-0.0008428477846997467,6.51925802230835e-09,2.3819195901877602e-05,2.9337966867642028e-05,1.0215877047588038e-05,1.2316942598943652,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,27084.470670808878,27725.827176619703,30993.9929979372,796.1792263308017,1
0.08175,393.09,9157000.0,Liquid,51298,8129.87872264894,-29.30134305965658,-22.474652859103653,-2.703079428132132 m^-2 kg^-1 s^2 mol K,-1.1593307851960561 m^-2 kg^-1 s^2 mol K,-14861.270152476176,-17003.26319792696,-8168.701905541909,-6026.708860091122,0.00012300306488141217,209.94394215553697,158.8555307923959,-2.742718349444443,-19.39671250832555,-16.653994158881105,-11110.584597937202,-12976.840951603974,7303.588433198451,0.00013691899662014105,1021.1228219664074,0.000979314122148665,-0.0008423951255285241,4.190951585769653e-08,2.3820264232754413e-05,2.9338713238356833e-05,1.0216335246803854e-05,1.2316703522547074,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,11920.813152122979,9040.64223408019,12308.974344650047,529.0386799198235,1
0.07859,393.26,6076000.0,Liquid,51298,7839.234401354151,-27.815070207569715,-21.35529197540387,-2.5684512585068524 m^-2 kg^-1 s^2 mol K,-1.1015897584334664 m^-2 kg^-1 s^2 mol K,-14336.481096452724,-16831.150977287893,-8432.968855040566,-5938.298974205399,0.00012756347735019377,218.87785156981855,158.41258182235578,-2.7514290329606634,-19.368052554136444,-16.616623521175782,-11088.882427951981,-12952.221452139422,7296.615633100373,0.00013704983930681495,1025.006410922586,0.0009756036541273159,-0.0008385538148205009,5.122274160385132e-08,2.3829344229447045e-05,2.9345056622977548e-05,1.0220229590264757e-05,1.2314672338617896,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,9164.069973223639,6078.051947941607,9347.79751715655,471.3968864222562,1
0.09589,393.27,25180000.0,Liquid,51298,9006.00383387698,-33.650925915353476,-26.04129146895166,-3.1320474533248666 m^-2 kg^-1 s^2 mol K,-1.3433120002113867 m^-2 kg^-1 s^2 mol K,-16407.217040448697,-16881.133109295948,-6639.87441330133,-6165.958344454079,0.0001110370391181048,194.46430129536952,160.51495160470245,-2.7519424743215923,-19.3663656298107,-16.61442315548911,-11087.604034258018,-12950.771022653404,7296.20488897545,0.00013705755460773831,1025.2353901278796,0.0009753857598256222,-0.0008383282052178839,2.7008354663848877e-08,2.3829878301443197e-05,2.934542972054754e-05,1.0220458649795974e-05,1.2314552910985832,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,22799.203382201653,21920.058769135252,25189.887482976377,724.6049565047838,1
0.1201,393.27,67290000.0,Liquid,51298,10119.800455306797,-39.60610176574238,-31.02698020664023,-3.7316879793166664 m^-2 kg^-1 s^2 mol K,-1.600493389185158 m^-2 kg^-1 s^2 mol K,-18225.422038658206,-14845.910155599164,-2643.929649733761,-6023.441532792802,9.881617769208114e-05,186.0677407351425,162.9022398387037,-2.7519424743215923,-19.3663656298107,-16.61442315548911,-11087.604034258018,-12950.771022653404,7296.20488897545,0.00013705755460773831,1025.2353901278796,0.0009753857598256222,-0.0008383282052178839,2.7008354663848877e-08,2.3829878301443197e-05,2.934542972054754e-05,1.0220458649795974e-05,1.2314552910985832,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,39405.917460158715,49657.81549195071,52927.64420579183,1019.8570098292163,1
